58.5	-1.527	588.5	NAN	
58.6	-1.5285	589	NAN	
58.7	-1.5315	589.5	NAN	
58.8	-1.5375	591	NAN	
58.9	-1.5405	591.5	NAN	
59	-1.5375	592	NAN	
59.1	-1.542	592.5	NAN	
59.2	-1.5405	592.5	NAN	
59.3	-1.545	593	NAN	
59.4	-1.5465	594	NAN	
59.5	-1.5465	594.5	NAN	
59.6	-1.548	595.5	NAN	
59.7	-1.551	596	NAN	
59.8	-1.5555	596.5	NAN	
59.9	-1.554	596.5	NAN	
60	-1.5555	597	NAN	
60.1	-1.557	597.5	NAN	
60.2	-1.56	598	NAN	
60.3	-1.5615	598.5	NAN	
60.4	-1.5615	599	NAN	
60.5	-1.563	599	NAN	
60.6	-1.5615	599.5	NAN	
60.7	-1.563	599.5	NAN	
60.8	-1.563	599.5	NAN	
60.9	-1.563	599.5	NAN	
61	-1.5645	600	NAN	
61.1	-1.563	600	NAN	
61.2	-1.563	600.5	NAN	
61.3	-1.563	600	NAN	
61.4	-1.5645	600	NAN	
61.5	-1.5645	600	NAN	
61.6	-1.563	600	NAN	
61.7	-1.5645	600	NAN	
61.8	-1.566	600.5	NAN	
61.9	-1.5675	601.5	NAN	
62	-1.569	601.5	NAN	
62.1	-1.5705	602	NAN	
62.2	-1.5705	602.5	NAN	
62.3	-1.5765	603.5	NAN	
62.4	-1.5765	604	NAN	
62.5	-1.5945	607	NAN	
62.6	-1.5975	609.5	NAN	
62.7	-1.596	610	NAN	
62.8	-1.596	610.5	NAN	
62.9	-1.599	610.5	NAN	
63	-1.599	611	NAN	
63.1	-1.602	611.5	NAN	
63.2	-1.602	613	NAN	
63.3	-1.608	613.5	NAN	
63.4	-1.6095	614	NAN	
63.5	-1.6125	615	NAN	
63.6	-1.6155	616	NAN	
63.7	-1.6155	616	NAN	
63.8	-1.617	616.5	NAN	
63.9	-1.614	616.5	NAN	
64	-1.617	616.5	NAN	
64.1	-1.6155	617	NAN	
64.2	-1.6155	617	NAN	
64.3	-1.6185	617.5	NAN	
64.4	-1.6215	618	NAN	
64.5	-1.6245	618.5	NAN	
64.6	-1.626	619.5	NAN	
64.7	-1.6275	620	NAN	
64.8	-1.629	621	NAN	
64.9	-1.6395	622.5	NAN	
65	-1.641	624	NAN	
65.1	-1.641	624.5	NAN	
65.2	-1.644	625	NAN	
65.3	-1.6425	625.5	NAN	
65.4	-1.644	625.5	NAN	
65.5	-1.6455	625.5	NAN	
65.6	-1.6455	626	NAN	
65.7	-1.65	627	NAN	
65.8	-1.6485	627	NAN	
65.9	-1.65	627.5	NAN	
66	-1.6515	628	NAN	
66.1	-1.656	628.5	NAN	
66.2	-1.6545	628.5	NAN	
66.3	-1.6575	629.5	NAN	
66.4	-1.6575	630	NAN	
66.5	-1.6575	630	NAN	
66.6	-1.6575	630	NAN	
66.7	-1.6605	630	NAN	
66.8	-1.6605	630.5	NAN	
66.9	-1.6635	631.5	NAN	
67	-1.665	631.5	NAN	
67.1	-1.665	632	NAN	
67.2	-1.668	632.5	NAN	
67.3	-1.668	632.5	NAN	
67.4	-1.668	633	NAN	
67.5	-1.6695	634	NAN	
67.6	-1.671	634	NAN	
67.7	-1.674	635	NAN	
67.8	-1.6755	635	NAN	
67.9	-1.6725	635	NAN	
68	-1.674	635	NAN	
68.1	-1.674	635	NAN	
68.2	-1.677	635.5	NAN	
68.3	-1.6785	636.5	NAN	
68.4	-1.683	636.5	NAN	
68.5	-1.68	637	NAN	
